All DT CAPITAL All O
All JJ live O
done IN on O
on JJ pediatric O
pediatric NNS patients O
patients RB thus O
thus RB far O

The DT CAPITAL The O
The NN purpose O
purpose IN of O
of DT this O
this NN study O
study VBD was O
was TO to O
to VB investigate O
investigate DT the O
the JJ autonomic O
autonomic NN function O
function IN in O
in NNS patients O
patients IN with O
with JJ cerebral D
cerebral NN palsy D
palsy VBG using O
using CD two O
two JJ noninvasive O
noninvasive NNS tests O
tests : : O
: JJ sympathetic O
sympathetic NN skin O
skin NN response O
response NN ( O
( NN CAPITAL SSR O
SSR NN ) O
) CC and O
and NN CAPITAL R-R O
R-R NN interval O
interval NN variation O
variation NN ( O
( NN CAPITAL RRIV O
RRIV NN ) O

Twenty-four CD CAPITAL Twenty-four O
Twenty-four NNS patients O
patients IN with O
with JJ cerebral D
cerebral NN palsy D
palsy CC and O
and CD 24 O
24 NN control O
control NNS subjects O
subjects IN between O
between DT the O
the NNS ages O
ages IN of O
of CD 4 O
4 CC and O
and CD 12 O
12 NN yr O
yr VBD were O
were VBN enrolled O
enrolled IN in O
in DT this O
this NN study O

There EX CAPITAL There O
There VBD was O
was DT no O
no JJ significant O
significant NN difference O
difference IN of O
of VB mean O
mean NN latency O
latency , , O
, NN amplitude O
amplitude , , O
, CC or O
or NN amplitude O
amplitude NN ratio O
ratio IN of O
of NN CAPITAL SSR O
SSR IN between O
between DT the O
the CD two O
two NNS groups O
groups IN under O
under JJ electric O
electric NN stimulus O
stimulus , , O
, JJ startling O
startling NN stimulus O
stimulus , , O
, CC and O
and JJ deep O
deep VBG breathing O
breathing NNS conditions O

No DT CAPITAL No O
No JJ significant O
significant NN difference O
difference IN in O
in NN frequency O
frequency IN of O
of JJ absent O
absent NN response O
response CC and O
and JJ asymmetric O
asymmetric NN response O
response VBD was O
was RB also O
also VBN noted O

Mean NN CAPITAL Mean O
Mean NN heart O
heart NN rate O
rate IN under O
under VBN relaxed O
relaxed VBG sitting O
sitting NN condition O
condition VBD was O
was RB significantly O
significantly JJR higher O
higher IN in O
in DT the O
the NN study O
study NN group O

Significant JJ CAPITAL Significant O
Significant JJ negative O
negative NN correlation O
correlation IN between O
between NN heart O
heart NN rate O
rate CC and O
and NN age O
age VBD was O
was VBN noted O
noted IN in O
in DT the O
the NN control O
control NN group O
group CC but O
but VBD was O
was RB not O
not JJ present O
present IN in O
in DT the O
the NN study O
study NN group O

Also RB CAPITAL Also O
Also , , O
, RB there O
there VBD was O
was DT no O
no JJ statistical O
statistical NN difference O
difference IN of O
of VB mean O
mean NN CAPITAL RRIV O
RRIV IN between O
between DT the O
the CD two O
two NNS groups O

No DT CAPITAL No O
No JJ objective O
objective NN evidence O
evidence IN of O
of JJ autonomic O
autonomic NN disturbance O
disturbance IN in O
in NNS patients O
patients IN with O
with JJ cerebral D
cerebral NN palsy D
palsy VBD was O
was VBN found O
found IN in O
in DT this O
this NN study O

A DT CAPITAL A O
A JJ two-credits O
two-credits IN per O
per NN semester O
semester JJ clinical O
clinical NN medicine O
medicine NN course O
course VBD was O
was VBN established O
established IN in O
in DT the O
the NNP CAPITAL Department O
Department IN of O
of JJ CAPITAL Physical O
Physical NNP CAPITAL Medicine O
Medicine CC and O
and NNP CAPITAL Rehabilitation O
Rehabilitation NN ( O
( NN CAPITAL PM O
PM CC & O
& # # O
# CD 38 O
38 : ; O
; NN CAPITAL R O
R NN ) O
) IN in O
in NN cooperation O
cooperation IN with O
with DT the O
the NNP CAPITAL Johns O
Johns NNP CAPITAL Hopkins O
Hopkins NNP CAPITAL University O
University JJ undergraduate O
undergraduate JJ CAPITAL Human O
Human NN CAPITAL Biology O
Biology NN faculty O
faculty TO to O
to JJ present O
present DT the O
the NN variety O
variety IN of O
of JJ inpatient O
inpatient NN consultation O
consultation NNS personnel O
personnel , , O
, NNS units O
units , , O
, NN patient O
patient JJ diagnostic O
diagnostic NNS groups O
groups , , O
, CC and O
and JJ functional O
functional NNS problems O

College NNP CAPITAL College O
College NNS students O
students VB spend O
spend CD 4 O
4 NN hr O
hr JJ weekly O
weekly IN on O
on DT the O
the NN CAPITAL PM O
PM CC & O
& # # O
# CD 38 O
38 : ; O
; NN CAPITAL R O
R NN consultation O
consultation NN service O
service IN as O
as NN team O
team NNS members O
members IN under O
under JJ resident O
resident NN supervision O

The DT CAPITAL The O
The NN curriculum O
curriculum VBZ emphasizes O
emphasizes NN student O
student VBG understanding O
understanding IN of O
of DT the O
the NNS roles O
roles IN of O
of NN rehabilitation O
rehabilitation NN team O
team NNS members O

Objectives NNS CAPITAL Objectives O
Objectives VBP include O
include NN demonstration O
demonstration IN of O
of VBG working O
working NN knowledge O
knowledge IN of O
of DT the O
the JJ CAPITAL Biopsychosocial O
Biopsychosocial NNP CAPITAL Model O
Model , , O
, DT the O
the NNP CAPITAL World O
World NNP CAPITAL Health O
Health NNP CAPITAL Organization O
Organization NNP CAPITAL Model O
Model IN of O
of NN disablement O
disablement CC and O
and JJ interdisciplinary O
interdisciplinary NN rehabilitation O
rehabilitation NN intervention O

The DT CAPITAL The O
The NN course O
course VBZ includes O
includes NNS simulations O
simulations IN of O
of JJ physical O
physical NNS impairments O
impairments , , O
, NNS demonstrations O
demonstrations IN of O
of JJ adaptive O
adaptive NN equipment O
equipment , , O
, JJ interactive O
interactive NN chart O
chart NNS reviews O
reviews , , O
, NNS readings O
readings , , O
, CC and O
and JJ audio O
audio VBZ lectures O

A DT CAPITAL A O
A JJ retrospective O
retrospective JJ sequential O
sequential NN review O
review VBD was O
was VBN made O
made IN of O
of DT the O
the JJ last O
last CD 100 O
100 JJ physical O
physical NN medicine O
medicine CC and O
and NN rehabilitation O
rehabilitation NNS consultations O
consultations IN with O
with NN student O
student NN attendance O

The DT CAPITAL The O
The NNS results O
results VBP confirm O
confirm NN student O
student NN exposure O
exposure TO to O
to JJ many O
many NN ward O
ward NNS settings O
settings NN ( O
( NN surgery O
surgery , , O
, CD 30 O
30 NN % O
% : ; O
; NN neurology/neurosurgery O
neurology/neurosurgery , , O
, CD 28 O
28 NN % O
% : ; O
; NN medicine O
medicine , , O
, CD 24 O
24 NN % O
% : ; O
; JJ intensive O
intensive NN care O
care , , O
, CD 15 O
15 NN % O
% : ; O
; NN oncology O
oncology , , O
, CD 2 O
2 NN % O
% : ; O
; CC and O
and NN psychiatry O
psychiatry , , O
, CD 1 O
1 NN % O
% NN ) O
) , , O
, NN patient O
patient NN complexity O
complexity NN ( O
( VBG averaging O
averaging CD 10 O
10 NNS problems O
problems NN ) O
) , , O
, CC and O
and JJ multiple O
multiple NN CAPITAL ICD-9 O
ICD-9 NN diagnosis O
diagnosis NNS categories O
categories NN ( O
( JJ circulatory O
circulatory , , O
, CD 36 O
36 NN % O
% : ; O
; JJ neurologic O
neurologic , , O
, CD 22 O
22 NN % O
% : ; O
; JJ musculoskeletal O
musculoskeletal , , O
, CD 17 O
17 NN % O
% : ; O
; NNS neoplasms O
neoplasms , , O
, CD 10 O
10 NN % O
% : ; O
; NN injury O
injury , , O
, CD 5 O
5 NN % O
% : ; O
; JJ endocrine O
endocrine , , O
, CD 4 O
4 NN % O
% : ; O
; NNS infections O
infections , , O
, CD 3 O
3 NN % O
% : ; O
; CC and O
and NNS others O
others , , O
, CD 3 O
3 NN % O
% NN ) O

The DT CAPITAL The O
The NN rehabilitation O
rehabilitation NN consultation O
consultation NN service O
service VBZ is O
is RB particularly O
particularly JJ effective O
effective IN as O
as DT an O
an NN introduction O
introduction TO to O
to JJ hospital-based O
hospital-based JJ medical O
medical NN practice O
practice JJ due O
due TO to O
to DT the O
the JJ diagnostic O
diagnostic NN variety O
variety IN of O
of DT the O
the NNS patients O
patients , , O
, DT the O
the JJ functional O
functional NN approach O
approach IN of O
of NN rehabilitation O
rehabilitation , , O
, CC and O
and NN student O
student NN exposure O
exposure TO to O
to JJ multiple O
multiple NN hospital O
hospital NNS settings O

The DT CAPITAL The O
The JJ CAPITAL Biopsychosocial O
Biopsychosocial NNP CAPITAL Model O
Model IN of O
of JJ medical O
medical NN practice O
practice VBZ is O
is VBD demonstrated O
demonstrated IN through O
through JJ multiple O
multiple JJ interdisciplinary O
interdisciplinary NNS perspectives O
perspectives IN of O
of NNS needs O
needs CC and O
and NNS interventions O
interventions IN for O
for NNS patients O
patients IN with O
with JJ obvious O
obvious JJ functional O
functional NNS deficits O

This DT CAPITAL This O
This NN process O
process VBZ develops O
develops DT a O
a JJ rudimentary O
rudimentary VBG understanding O
understanding IN of O
of DT the O
the NN effect O
effect IN of O
of NN illness O
illness IN on O
on DT the O
the NN person O
person CC and O
and DT the O
the NN variety O
variety IN of O
of RB medically O
medically JJ effective O
effective JJ therapeutic O
therapeutic NNS modalities O

This DT CAPITAL This O
This NN study O
study VBZ is O
is VBN designed O
designed TO to O
to VB investigate O
investigate DT the O
the JJ immediate O
immediate NN effectiveness O
effectiveness IN of O
of JJ electrotherapy T
electrotherapy IN on O
on JJ myofascial D
myofascial NN trigger D
trigger NNS points D
points IN of D
of JJ upper D
upper NN trapezius D
trapezius NN muscle D

Sixty CD CAPITAL Sixty O
Sixty NNS patients O
patients NN ( O
( CD 25 O
25 NNS males O
males CC and O
and CD 35 O
35 NNS females O
females NN ) O
) WP who O
who VBD had O
had JJ myofascial D
myofascial NN trigger D
trigger NNS points D
points IN in O
in CD one O
one NN side O
side IN of O
of DT the O
the JJ upper O
upper NN trapezius O
trapezius NNS muscles O
muscles VBD were O
were VBN studied O

The DT CAPITAL The O
The VBN involved O
involved JJ upper O
upper NN trapezius O
trapezius NNS muscles O
muscles VBD were O
were VBN treated O
treated IN with O
with CD three O
three JJ different O
different NNS methods O
methods VBG according O
according TO to O
to DT a O
a JJ random O
random NN assignment O
assignment : : O
: NN group O
group DT CAPITAL A O
A NNS muscles O
muscles NN ( O
( NN n O
n JJ = O
= CD 18 O
18 NN ) O
) VBD were O
were VBN given O
given NN placebo O
placebo NN treatment O
treatment NN ( O
( NN control O
control NN group O
group NN ) O
) : ; O
; NN group O
group NN CAPITAL B O
B NNS muscles O
muscles NN ( O
( NN n O
n JJ = O
= CD 20 O
20 NN ) O
) VBD were O
were VBN treated O
treated IN with O
with JJ electrical T
electrical NN nerve T
nerve NN stimulation T
stimulation NN ( T
( NN CAPITAL ENS T
ENS NN ) T
) NN therapy T
therapy : ; O
; CC and O
and NN group O
group NN CAPITAL C O
C NNS muscles O
muscles NN ( O
( NN n O
n JJ = O
= CD 22 O
22 NN ) O
) VBD were O
were VBN given O
given JJ electrical T
electrical NN muscle T
muscle NN stimulation T
stimulation NN ( T
( NNP CAPITAL EMS T
EMS NN ) T
) NN therapy T

The DT CAPITAL The O
The NN effectiveness O
effectiveness IN of O
of NN treatment O
treatment VBD was O
was VBN assessed O
assessed IN by O
by VBG conducting O
conducting CD three O
three NNS measurements O
measurements IN on O
on DT each O
each NN muscle O
muscle IN before O
before CC and O
and RB immediately O
immediately IN after O
after NN treatment O
treatment : : O
: JJ subjective O
subjective NN pain O
pain NN intensity O
intensity NN ( O
( NN ( O
( NN CAPITAL PI O
PI NN ) O
) IN with O
with DT a O
a JJ visual O
visual NN analog O
analog NN scale O
scale NN ) O
) , , O
, NN pressure O
pressure NN pain O
pain NN threshold O
threshold NN ( O
( NN ( O
( NN CAPITAL PT O
PT NN ) O
) IN with O
with NN algometry O
algometry NN ) O
) , , O
, CC and O
and NN range O
range IN of O
of NN motion O
motion NN ( O
( NN ( O
( NN CAPITAL ROM O
ROM NN ) O
) IN with O
with DT a O
a NN goniometer O
goniometer NN ) O
) IN of O
of JJ upper O
upper NN trapezius O
trapezius NN muscle O
muscle NN ( O
( JJ lateral O
lateral VBG bending O
bending IN of O
of JJ cervical O
cervical NN spine O
spine TO to O
to DT the O
the JJ opposite O
opposite NN side O
side NN ) O

When WRB CAPITAL When O
When DT the O
the NN effectiveness O
effectiveness IN of O
of NN treatment O
treatment VBD was O
was VBN compared O
compared IN with O
with IN that O
that IN of O
of DT the O
the NN placebo O
placebo NN group O
group NN ( O
( NN group O
group DT CAPITAL A O
A NN ) O
) , , O
, RB there O
there VBD was O
was JJ significant O
significant NN improvement O
improvement IN in O
in NN CAPITAL PI O
PI CC and O
and NN CAPITAL PT O
PT IN in O
in NN group O
group NN CAPITAL B O
B NN ( O
( NN CAPITAL P O
P CC & O
& # # O
# CD 60 O
60 : ; O
; CD 0.01 O
0.01 NN ) O
) CC but O
but RB not O
not IN in O
in NN group O
group NN CAPITAL C O
C NN ( O
( NN CAPITAL P O
P JJR > O
> CD 0.05 O
0.05 NN ) O

The DT CAPITAL The O
The NN improvement O
improvement IN of O
of NN CAPITAL ROM O
ROM VBD was O
was RB significantly O
significantly RBR more O
more IN in O
in NN group O
group NN CAPITAL C O
C NN ( O
( NN CAPITAL P O
P CC & O
& # # O
# CD 60 O
60 : ; O
; CD 0.01 O
0.01 NN ) O
) IN as O
as VBN compared O
compared IN with O
with IN that O
that IN in O
in NN group O
group DT CAPITAL A O
A CC or O
or NN group O
group NN CAPITAL B O

When WRB CAPITAL When O
When DT each O
each NN group O
group VBD was O
was VBN divided O
divided IN into O
into CD two O
two JJ additional O
additional NNS subgroups O
subgroups VBN based O
based IN on O
on DT the O
the JJ initial O
initial NN CAPITAL PI O
PI , , O
, PRP it O
it VBD was O
was VBN found O
found IN that O
that NN CAPITAL ENS O
ENS MD could O
could VB reduce O
reduce NN CAPITAL PI O
PI CC and O
and NN increase O
increase NN CAPITAL PT O
PT RB significantly O
significantly NN ( O
( NN CAPITAL P O
P CC & O
& # # O
# CD 60 O
60 : ; O
; CD 0.05 O
0.05 NN ) O
) , , O
, CC but O
but VBD did O
did RB not O
not RB significantly O
significantly NN ( O
( NN CAPITAL P O
P JJR > O
> CD 0.05 O
0.05 NN ) O
) VB improve O
improve NN CAPITAL ROM O
ROM , , O
, IN as O
as VBN compared O
compared IN with O
with DT the O
the NN placebo O
placebo NN group O
group IN for O
for DT both O
both NNS subgroups O

EMS NNP CAPITAL EMS O
EMS MD could O
could RB significantly O
significantly NN ( O
( NN CAPITAL P O
P CC & O
& # # O
# CD 60 O
60 : ; O
; CD 0.05 O
0.05 NN ) O
) VB improve O
improve NN CAPITAL ROM O
ROM , , O
, CC but O
but RB not O
not NN CAPITAL PT O
PT , , O
, JJR better O
better IN than O
than DT the O
the NN placebo O
placebo NNS groups O
groups , , O
, IN for O
for DT either O
either NN subgroup O

It PRP CAPITAL It O
It MD could O
could VB reduce O
reduce NN CAPITAL PI O
PI RB significantly O
significantly RBR more O
more NN ( O
( NN CAPITAL P O
P CC & O
& # # O
# CD 60 O
60 : ; O
; CD 0.05 O
0.05 NN ) O
) IN than O
than NN placebo O
placebo NNS controls O
controls RB only O
only IN for O
for DT the O
the NN subgroup O
subgroup IN with O
with JJ mild O
mild TO to O
to JJ moderate O
moderate NN pain O
pain , , O
, CC but O
but RB not O
not IN with O
with JJ severe O
severe NN pain O

For IN CAPITAL For O
For NN pain O
pain NN relief O
relief , , O
, NN CAPITAL ENS O
ENS VBD was O
was RB significantly O
significantly JJR better O
better NN ( O
( NN CAPITAL P O
P CC & O
& # # O
# CD 60 O
60 : ; O
; CD 0.05 O
0.05 NN ) O
) IN than O
than NNP CAPITAL EMS O
EMS : ; O
; CC but O
but IN for O
for DT the O
the NN improvement O
improvement IN of O
of NN CAPITAL ROM O
ROM , , O
, NNP CAPITAL EMS O
EMS VBD was O
was RB significantly O
significantly JJR better O
better NN ( O
( NN CAPITAL P O
P CC & O
& # # O
# CD 60 O
60 : ; O
; CD 0.05 O
0.05 NN ) O
) IN than O
than NN CAPITAL ENS O

It PRP CAPITAL It O
It VBZ is O
is VBD concluded O
concluded IN that O
that NN CAPITAL ENS T
ENS VBZ is O
is RBR more O
more JJ effective O
effective IN for O
for JJ immediate O
immediate NN relief O
relief IN of O
of JJ myofascial D
myofascial NN trigger D
trigger NN point D
point NN pain D
pain IN than O
than NNP CAPITAL EMS T
EMS , , O
, CC and O
and NNP CAPITAL EMS T
EMS VBZ has O
has DT a O
a JJR better O
better NN effect O
effect IN on O
on JJ immediate O
immediate NN release O
release IN of O
of NN muscle D
muscle NN tightness D
tightness IN than O
than NN CAPITAL ENS T

Because IN CAPITAL Because O
Because NN activity O
activity CC and O
and JJ regular O
regular NN exercise O
exercise VBP are O
are JJ important O
important NNS factors O
factors TO to O
to VB maintain O
maintain JJ general O
general JJ good O
good NN health O
health IN in O
in JJ senior O
senior NNS citizens O
citizens , , O
, PRP we O
we VBN investigated O
investigated IN whether O
whether JJ senior O
senior VBG dancing O
dancing VBZ has O
has DT any O
any NN effect O
effect IN on O
on JJ peripheral O
peripheral CC or O
or JJ lumbar O
lumbar NN bone O
bone NN density O

We PRP CAPITAL We O
We VBN performed O
performed DT a O
a JJ prospective O
prospective NN study O
study IN over O
over JJ a12-mo O
a12-mo NN period O
period IN on O
on NN bone O
bone NN density O
density IN at O
at DT a O
a JJ spinal O
spinal CC and O
and JJ peripheral O
peripheral VBG measuring O
measuring NN site O
site IN in O
in CD 28 O
28 JJ female O
female JJ senior O
senior NNS members O
members NN ( O
( VB mean O
mean NN age O
age : : O
: CD 67 O
67 CC +/- O
+/- CD 2 O
2 NN yr O
yr NN ) O
) IN of O
of DT a O
a VBG dancing O
dancing NN group O
group IN in O
in NNP CAPITAL Vienna O

Lumbar JJ CAPITAL Lumbar O
Lumbar NN bone O
bone NN mineral O
mineral NN density O
density VBD was O
was VBN assessed O
assessed IN by O
by JJ quantitative O
quantitative VBN computed O
computed NN tomography O
tomography NN ( O
( NN qCT O
qCT NN ) O
) CC and O
and JJ radial O
radial NN bone O
bone NN density O
density IN by O
by JJ single O
single NN photon O
photon NN absorptiometry O
absorptiometry IN of O
of DT the O
the JJ distal O
distal NN forearm O

The DT CAPITAL The O
The VB mean O
mean NN training O
training NN time O
time IN per O
per NN week O
week VBD was O
was CD 3.2 O
3.2 CC +/- O
+/- CD 0.8 O
0.8 NN h. O
h. IN CAPITAL In O
In DT the O
the JJ entire O
entire NN group O
group IN of O
of JJ female O
female NNS dancers O
dancers , , O
, DT no O
no JJ significant O
significant NNS effects O
effects IN of O
of VBG dancing O
dancing IN on O
on JJ radial O
radial CC or O
or JJ lumbar O
lumbar NN bone O
bone NN density O
density MD could O
could VB be O
be VBN observed O

Linear JJ CAPITAL Linear O
Linear NN regression O
regression NN analysis O
analysis VBD showed O
showed IN that O
that DT the O
the JJR lower O
lower DT the O
the NN qCT O
qCT IN at O
at DT the O
the VBG beginning O
beginning IN of O
of DT the O
the NN observation O
observation NN period O
period , , O
, DT the O
the JJR higher O
higher VBD was O
was DT the O
the NN percentage O
percentage NN increase O
increase IN of O
of JJ spinal O
spinal NN qCT O
qCT IN in O
in DT the O
the JJ entire O
entire NN group O
group IN during O
during CD 12 O
12 NN mo O
mo IN of O
of VBG dancing O
dancing NN ( O
( NN r O
r JJ = O
= CD 0.52 O
0.52 , , O
, NN CAPITAL P O
P CC & O
& # # O
# CD 60 O
60 : ; O
; CD 0.0001 O
0.0001 NN ) O

For IN CAPITAL For O
For JJ additional O
additional NN evaluation O
evaluation , , O
, NNS females O
females VBD were O
were VBN divided O
divided IN into O
into CD two O
two NNS subgroups O
subgroups , , O
, JJ osteoporotic O
osteoporotic CC or O
or JJ nonosteoporotic O
nonosteoporotic , , O
, VBN based O
based IN on O
on NNPS x-rays O
x-rays CC and O
and JJ lumbar O
lumbar NN bone O
bone NN mineral O
mineral NN density O
density NN ( O
( NN CAPITAL BMD O
BMD NN ) O
) IN as O
as VBN measured O
measured IN by O
by NN qCT O

The DT CAPITAL The O
The NN group O
group VBN classified O
classified IN as O
as NNS dancers O
dancers IN with O
with NN osteoporosis O
osteoporosis NN ( O
( NN group O
group PRP CAPITAL I O
I NN ) O
) VBD showed O
showed DT a O
a JJ significant O
significant NN increase O
increase IN in O
in JJ lumbar O
lumbar NN bone O
bone NN density O
density , , O
, IN whereas O
whereas IN in O
in DT the O
the NN group O
group IN of O
of NNS dancers O
dancers IN without O
without NNS signs O
signs IN of O
of NN osteoporosis D
osteoporosis NN ( O
( NN group O
group NNP CAPITAL II O
II NN ) O
) , , O
, NN CAPITAL BMD O
BMD VBD remained O
remained JJ unchanged O

Additionally RB CAPITAL Additionally O
Additionally , , O
, JJ radial O
radial NN bone O
bone NN density O
density VBD did O
did RB not O
not NN show O
show DT any O
any NNS changes O
changes IN in O
in DT either O
either NN group O

Group NNP CAPITAL Group O
Group PRP CAPITAL I O
I VBD showed O
showed DT a O
a JJ significant O
significant NN correlation O
correlation IN between O
between JJ basal O
basal JJ spinal O
spinal NN CAPITAL BMD O
BMD CC and O
and DT the O
the NN percentage O
percentage NN change O
change IN of O
of NN CAPITAL BMD O
BMD IN during O
during DT the O
the NN observation O
observation NN period O
period NN ( O
( NN r O
r JJ = O
= CD 0.7 O
0.7 , , O
, NN CAPITAL P O
P CC & O
& # # O
# CD 60 O
60 : ; O
; CD 0.001 O
0.001 NN ) O

Changes NNS CAPITAL Changes O
Changes IN of O
of DT the O
the JJ biochemical O
biochemical NNS parameters O
parameters VBD were O
were VBN observed O
observed IN in O
in DT the O
the JJ bone-specific O
bone-specific NN isoenzyme O
isoenzyme IN of O
of NN alkaline O
alkaline NN phosphatase O
phosphatase , , O
, DT a O
a NN marker O
marker IN of O
of JJ osteoblastic O
osteoblastic NN activity O
activity , , O
, IN in O
in NN group O
group PRP CAPITAL I O
I VBG giving O
giving JJ additional O
additional NN evidence O
evidence IN of O
of VBN increased O
increased NN bone O
bone NN formation O

OBJECTIVES NNS CAPITAL OBJECTIVES O
OBJECTIVES : : O
: TO CAPITAL To O
To NN estimate O
estimate DT the O
the NN prevalence O
prevalence IN of O
of NN CAPITAL Chlamydia D
Chlamydia NN trachomatis D
trachomatis IN in O
in JJ asymptomatic O
asymptomatic NNS women O
women VBG attending O
attending JJ general O
general NN practice O
practice : : O
: TO to O
to VB assess O
assess DT the O
the JJ potential O
potential IN of O
of DT the O
the NN ligase O
ligase NN chain O
chain NN reaction O
reaction IN as O
as DT a O
a VBG screening O
screening NN tool O
tool : ; O
; CC and O
and TO to O
to VB evaluate O
evaluate JJ selective O
selective VBG screening O
screening NNS criteria O

DESIGN NN CAPITAL DESIGN O
DESIGN : : O
: NNP CAPITAL Cross O
Cross JJ sectional O
sectional NN survey O

SETTING VBG CAPITAL SETTING O
SETTING : : O
: CD CAPITAL Four O
Four JJ general O
general NNS practices O
practices IN in O
in RB northeast O
northeast NNP CAPITAL London O

SUBJECTS NNS CAPITAL SUBJECTS O
SUBJECTS : : O
: CD 890 O
890 NNS women O
women JJ aged O
aged CD 18-35 O
18-35 NNS years O
years VBG attending O
attending JJ general O
general NN practice O
practice IN for O
for DT a O
a JJ cervical O
cervical JJ smear O
smear CC or O
or DT a O
a `` `` O
`` JJ young O
young RB well O
well NN woman O
woman '' '' O
'' NN check O
check IN between O
between NNP CAPITAL October O
October CD 1994 O
1994 CC and O
and NNP CAPITAL January O
January CD 1996 O

The DT CAPITAL The O
The NNS women O
women VBD were O
were VBN tested O
tested IN for O
for NN CAPITAL C D
C NN trachomatis D
trachomatis IN with O
with VBN confirmed O
confirmed NN enzyme O
enzyme NN immunoassay O
immunoassay NN ( O
( JJ endocervical O
endocervical NNS specimens O
specimens NN ) O
) CC and O
and NN ligase O
ligase NN chain O
chain NN reaction O
reaction NN assay O
assay IN on O
on NN urine O
urine NNS specimens O

MAIN JJS CAPITAL MAIN O
MAIN NN CAPITAL OUTCOME O
OUTCOME NNS CAPITAL MEASURES O
MEASURES : : O
: NN CAPITAL Prevalence O
Prevalence IN of O
of NN CAPITAL C D
C NN trachomatis D
trachomatis NN infection D
infection IN in O
in NNS women O
women JJ aged O
aged CD 18-35 O
18-35 IN on O
on DT the O
the NN basis O
basis IN of O
of DT each O
each NN test O
test : ; O
; NN sensitivity O
sensitivity CC and O
and NN specificity O
specificity IN of O
of DT both O
both NNS tests O
tests IN in O
in DT this O
this NN population O

RESULTS NNS CAPITAL RESULTS O
RESULTS : : O
: NN CAPITAL Prevalence O
Prevalence IN of O
of VBN confirmed O
confirmed NN infection O
infection VBD was O
was CD 2.6 O
2.6 NN % O
% NN ( O
( CD 95 O
95 NN % O
% NN confidence O
confidence NN interval O
interval CD 1.6 O
1.6 NN % O
% TO to O
to CD 3.6 O
3.6 NN % O
% NN ) O
) IN in O
in DT all O
all NNS women O

Prevalence NN CAPITAL Prevalence O
Prevalence IN on O
on DT the O
the NN basis O
basis IN of O
of NN enzyme O
enzyme NN immunoassay O
immunoassay VBD was O
was CD 1.6 O
1.6 NN % O
% NN ( O
( CD 0.8 O
0.8 NN % O
% TO to O
to CD 2.7 O
2.7 NN % O
% NN ) O
) , , O
, IN with O
with DT a O
a NN sensitivity O
sensitivity IN of O
of CD 60 O
60 NN % O
% CC and O
and DT a O
a NN specificity O
specificity IN of O
of CD 100 O
100 NN % O

Prevalence NN CAPITAL Prevalence O
Prevalence IN on O
on DT the O
the NN basis O
basis IN of O
of NN ligase O
ligase NN chain O
chain NN reaction O
reaction VBD was O
was CD 2.5 O
2.5 NN % O
% NN ( O
( CD 1.5 O
1.5 NN % O
% TO to O
to CD 3.9 O
3.9 NN % O
% NN ) O
) , , O
, IN with O
with CD 90 O
90 NN % O
% NN sensitivity O
sensitivity CC and O
and CD 99.8 O
99.8 NN % O
% NN specificity O

Screening VBG CAPITAL Screening O
Screening DT all O
all NNS women O
women JJ aged O
aged CC & O
& # # O
# CD 60 O
60 : ; O
; CC or O
or JJ = O
= CD 25 O
25 CC and O
and DT all O
all NNS women O
women WP who O
who VBD had O
had VBD had O
had CD two O
two CC or O
or RBR more O
more NNS partners O
partners IN in O
in DT the O
the JJ past O
past NN year O
year MD would O
would VB have O
have VBN detected O
detected CD 87 O
87 NN % O
% NN ( O
( CD 20/23 O
20/23 NN ) O
) IN of O
of NNS infections O

CONCLUSION NN CAPITAL CONCLUSION O
CONCLUSION : : O
: NN CAPITAL Ligase O
Ligase NN chain O
chain NN reaction O
reaction IN on O
on NN urine O
urine NNS samples O
samples VBZ performs O
performs IN at O
at JJS least O
least IN as O
as RB well O
well IN as O
as NN enzyme O
enzyme NN immunoassay O
immunoassay IN on O
on JJ cervical O
cervical NNS specimens O
specimens IN in O
in DT this O
this JJ low O
low NN prevalence O
prevalence NN population O

It PRP CAPITAL It O
It NNS offers O
offers JJ potential O
potential IN as O
as DT a O
a JJ non-invasive O
non-invasive VBG screening O
screening NN tool O

A DT CAPITAL A O
A JJ simple O
simple JJ selective O
selective VBG screening O
screening NN strategy O
strategy MD might O
might VB be O
be JJ appropriate O
appropriate CC and O
and MD would O
would VB be O
be JJ able O
able TO to O
to VB detect O
detect JJS most O
most NNS cases O
cases IN of O
of NN infection D

However RB CAPITAL However O
However , , O
, DT a O
a JJ rigorous O
rigorous JJ economic O
economic NN evaluation O
evaluation IN of O
of JJ possible O
possible VBG screening O
screening NNS strategies O
strategies VBZ is O
is VBN needed O
needed RB first O

Recently RB CAPITAL Recently O
Recently , , O
, JJ many O
many NNS advances O
advances VB have O
have VBN been O
been VBN made O
made IN in O
in DT the O
the NN study O
study IN of O
of JJ sexual O
sexual NN differentiation O
differentiation , , O
, VBG including O
including DT the O
the NNS discoveries O
discoveries IN of O
of DT the O
the NN gene O
gene IN for O
for antimÃ1/4llerian O
antimÃ1/4llerian NN hormone O
hormone IN as O
as RB well O
well IN as O
as DT the O
the NN gene O
gene IN for O
for PRP$ its O
its NN receptor O

However RB CAPITAL However O
However , , O
, DT the O
the NN etiology O
etiology IN of O
of DT the O
the JJ clinical O
clinical NN syndrome O
syndrome IN of O
of mÃ1/4llerian O
mÃ1/4llerian NN agenesis O
